"x";"predicted";"std.error";"conf.low";"conf.high";"group";"shade_treelevel";"response"
-0,4;228,292629335381;0,197850226702886;154,910719749072;336,435881863325;"Exclosure";50,7772380477459;"Hemiptera (*)"
-0,2;128,259961763761;0,205421485774262;85,7503735099168;191,843103630784;"Control";54,9723870238729;"Hemiptera (*)"
-0,2;219,979944809867;0,196981318958866;149,524474947577;323,633814032907;"Exclosure";54,9723870238729;"Hemiptera (*)"
0;130,156553668666;0,202783470867244;87,4694583800459;193,675927308233;"Control";59,167536;"Hemiptera (*)"
0;211,969945150799;0,197695678937128;143,878340644689;312,286459837563;"Exclosure";59,167536;"Hemiptera (*)"
0,2;132,0811906533;0,202280478344504;88,8504271276021;196,34616836832;"Control";63,362684976127;"Hemiptera (*)"
0,2;204,251608873107;0,199976340003751;138,021046793039;302,263464135361;"Exclosure";63,362684976127;"Hemiptera (*)"
0,4;134,034287422848;0,203928307021488;89,873534175735;199,894110871642;"Control";67,5578339522541;"Hemiptera (*)"
0,4;196,814315810542;0,203770717453284;132,009970998366;293,43143260331;"Exclosure";67,5578339522541;"Hemiptera (*)"
0,6;136,01626481478;0,207675765348471;90,5350847402705;204,345357904495;"Control";71,7529829283812;"Hemiptera (*)"
0,6;189,64783250269;0,208996381932327;125,90698973382;285,657694215425;"Exclosure";71,7529829283812;"Hemiptera (*)"
0,8;138,027549889527;0,213412275290223;90,8466507713989;209,711688507331;"Control";75,9481319045082;"Hemiptera (*)"
0,8;182,742298114077;0,215549260424215;119,774183528262;278,81423639289;"Exclosure";75,9481319045082;"Hemiptera (*)"
1;140,068576022503;0,220982989388507;90,8321620979048;215,994043693739;"Control";80,1432808806353;"Hemiptera (*)"
1;176,088210866004;0,223312546260383;113,670114342725;272,781092772559;"Exclosure";80,1432808806353;"Hemiptera (*)"
1,2;142,139782997483;0,230207016784167;90,5238633009104;223,186651274618;"Control";84,3384298567623;"Hemiptera (*)"
1,2;169,676414962419;0,232164847908575;107,64711691526;267,448740101073;"Exclosure";84,3384298567623;"Hemiptera (*)"
1,4;144,241617101367;0,24089451255125;89,9582092967878;231,281216763396;"Control";88,5335788328894;"Hemiptera (*)"
1,4;163,49808799186;0,241986680482159;101,749724585854;262,719382148681;"Exclosure";88,5335788328894;"Hemiptera (*)"
1,6;146,374531220339;0,252859977855328;89,1724530508778;240,270427210852;"Control";92,7287278090164;"Hemiptera (*)"
1,6;157,544728788115;0,252665003703289;96,0141045278439;258,507244232256;"Exclosure";92,7287278090164;"Hemiptera (*)"
-2,4;2,55932792883955;0,433058276971366;1,09523184358365;5,98061450250177;"Control";8,8257482864753;"Orthoptera (*)"
-2,4;1,141782139477;0,370934091523985;0,5518786256086;2,3622340013459;"Exclosure";8,8257482864753;"Orthoptera (*)"
-2,2;2,26414165361999;0,407606523872215;1,0184701206011;5,03337046808161;"Control";13,0208972626024;"Orthoptera (*)"
-2,2;1,07943131145284;0,350538422263104;0,543020425436844;2,14572399409737;"Exclosure";13,0208972626024;"Orthoptera (*)"
-2;2,00300140122391;0,382936369914821;0,945638671266121;4,24265074516593;"Control";17,2160462387294;"Orthoptera (*)"
-2;1,02048535868542;0,331087401432858;0,533316071131003;1,95267014002192;"Exclosure";17,2160462387294;"Orthoptera (*)"
-1,8;1,77198039128443;0,359208889860006;0,876394715730303;3,58276293859212;"Control";21,4111952148565;"Orthoptera (*)"
-1,8;0,964758346586849;0,312757327602875;0,522635642977178;1,78089397425509;"Exclosure";21,4111952148565;"Orthoptera (*)"
-1,6;1,56760474814341;0,336623480696079;0,810405059988853;3,03229183494434;"Control";25,6063441909835;"Orthoptera (*)"
-1,6;0,912074494148532;0,295756692617251;0,510836308466072;1,62846663224517;"Exclosure";25,6063441909835;"Orthoptera (*)"
-1,4;1,38680126399172;0,31542556492459;0,74734907475742;2,57338613342537;"Control";29,8014931671106;"Orthoptera (*)"
-1,4;0,862267619471084;0,280327474863546;0,497767913523308;1,49367893628506;"Exclosure";29,8014931671106;"Orthoptera (*)"
-1,2;1,22685118687397;0,295913474364749;0,686925884081394;2,19115900217807;"Control";33,9966421432377;"Orthoptera (*)"
-1,2;0,815180615572887;0,266742500880011;0,483283775488227;1,3750087830581;"Exclosure";33,9966421432377;"Orthoptera (*)"
-1;1,08534933866563;0,278441842516181;0,628867889565153;1,87318068943936;"Control";38,1917911193647;"Orthoptera (*)"
-1;0,770664954823895;0,255296351452477;0,467258232692982;1,27108401958102;"Exclosure";38,1917911193647;"Orthoptera (*)"
-0,8;0,960167948276956;0,26341699464454;0,572962570655679;1,60904487677679;"Control";42,3869400954918;"Orthoptera (*)"
-0,8;0,728580220441482;0,246287411434373;0,449611232056701;1,18064029492843;"Exclosure";42,3869400954918;"Orthoptera (*)"
-0,6;0,849424656241853;0,251278221344161;0,519082578530384;1,38999511151838;"Control";46,5820890716188;"Orthoptera (*)"
-0,6;0,688793663570518;0,23999030745848;0,430337332183775;1,10247630287462;"Exclosure";46,5820890716188;"Orthoptera (*)"
-0,4;0,751454209574875;0,242459386344964;0,467219239148614;1,20860482996546;"Control";50,7772380477459;"Orthoptera (*)"
-0,4;0,651179784550576;0,236621645235301;0,409532337406971;1,03541301400566;"Exclosure";50,7772380477459;"Orthoptera (*)"
-0,2;0,664783421270292;0,23733086942544;0,417507015948217;1,05851394183672;"Control";54,9723870238729;"Orthoptera (*)"
-0,2;0,615619937049439;0,236306696880515;0,387407524018755;0,978266769218473;"Exclosure";54,9723870238729;"Orthoptera (*)"
0;0,588109017907896;0,236133240328976;0,37022083861941;0,934232168654747;"Control";59,167536;"Orthoptera (*)"
0;0,582001953814216;0,239057532121813;0,364282494927112;0,929845048720607;"Exclosure";59,167536;"Orthoptera (*)"
0,2;0,520278042258764;0,238925617807837;0,325732912722232;0,831015935707552;"Control";63,362684976127;"Orthoptera (*)"
0,2;0,550219792859571;0,244770809155499;0,340554731525786;0,888966713509035;"Exclosure";63,362684976127;"Orthoptera (*)"
0,4;0,460270516203859;0,245571929487102;0,284434289330592;0,744808048935125;"Control";67,5578339522541;"Orthoptera (*)"
0,4;0,520173202977029;0,25324610765415;0,316653649594156;0,854498792109849;"Exclosure";67,5578339522541;"Orthoptera (*)"
0,6;0,407184103266849;0,255771914622673;0,246647868151271;0,672208907362388;"Control";71,7529829283812;"Orthoptera (*)"
0,6;0,491767407510256;0,264217769550404;0,292992948845595;0,825395914960409;"Exclosure";71,7529829283812;"Orthoptera (*)"
0,8;0,360220540130783;0,269121812787528;0,212564908786702;0,610443361854798;"Control";75,9481319045082;"Orthoptera (*)"
0,8;0,464912805398854;0,277389735079144;0,26993359445798;0,800729961225628;"Exclosure";75,9481319045082;"Orthoptera (*)"
1;0,318673633108597;0,285179603016959;0,182222001887096;0,557303088468724;"Control";80,1432808806353;"Orthoptera (*)"
1;0,439524688547654;0,292464864873096;0,247763159494761;0,77970410224365;"Exclosure";80,1432808806353;"Orthoptera (*)"
1,2;0,281918639069728;0,303515798413102;0,155514423313299;0,511065902194877;"Control";84,3384298567623;"Orthoptera (*)"
1,2;0,415522974630005;0,309164884681414;0,226690549057763;0,761652142813298;"Exclosure";84,3384298567623;"Orthoptera (*)"
1,4;0,249402871143227;0,323743496994678;0,132230148160428;0,47040552400364;"Control";88,5335788328894;"Orthoptera (*)"
1,4;0,392831954482229;0,327241121089297;0,206851493293481;0,746027703282678;"Exclosure";88,5335788328894;"Orthoptera (*)"
1,6;0,220637387934824;0,34553066702814;0,112088967928078;0,434305515114904;"Control";92,7287278090164;"Orthoptera (*)"
1,6;0,371380053292448;0,346478243790807;0,188319702059585;0,732388286913615;"Exclosure";92,7287278090164;"Orthoptera (*)"
